Tahun,Bulan,Jumlah Kasus,Kecamatan,Suhu,Kelembapan,Curah_hujan,Lama_penyinaran_matahari,Angin,Jumlah_penduduk,IR
2017,2017-06-01,5,Kuta Alam,28.0,74.0,,5.3,2.0,51614,9.68729414499942
2017,2017-07-01,6,Kuta Alam,29.0,64.0,,6.0,3.0,51614,11.624752973999303
2017,2017-08-01,2,Kuta Alam,27.4,76.0,8.0,4.6,3.0,51614,3.874917657999768
2017,2017-09-01,2,Kuta Alam,27.1,79.0,9.6,3.0,2.0,51614,3.874917657999768
2017,2017-10-01,1,Kuta Alam,27.1,75.0,7.0,6.5,3.0,51614,1.937458828999884
2017,2017-11-01,2,Kuta Alam,27.0,85.0,26.0,3.1,2.0,51614,3.874917657999768
2017,2017-12-01,1,Kuta Alam,26.2,86.0,36.0,3.0,2.0,51614,1.937458828999884
2017,2017-01-01,1,Kuta Raja,26.0,85.0,23.2,4.0,2.0,13365,7.482229704451926
2017,2017-02-01,2,Kuta Raja,27.0,81.0,6.6,5.7,3.0,13365,14.964459408903853
2017,2017-03-01,2,Kuta Raja,26.7,82.0,29.0,6.0,2.0,13365,14.964459408903853
2017,2017-04-01,3,Kuta Raja,27.2,82.0,,4.9,2.0,13365,22.44668911335578
2017,2017-05-01,4,Kuta Raja,26.4,76.0,6.8,6.6,2.0,13365,29.928918817807705
2017,2017-06-01,5,Kuta Raja,28.0,74.0,,5.3,2.0,13365,37.41114852225963
2017,2017-07-01,6,Kuta Raja,29.0,64.0,,6.0,3.0,13365,44.89337822671156
2017,2017-08-01,1,Kuta Raja,27.4,76.0,8.0,4.6,3.0,13365,7.482229704451926
2017,2017-09-01,1,Kuta Raja,27.1,79.0,9.6,3.0,2.0,13365,7.482229704451926
2017,2017-10-01,1,Kuta Raja,27.1,75.0,7.0,6.5,3.0,13365,7.482229704451926
2017,2017-11-01,0,Kuta Raja,27.0,85.0,26.0,3.1,2.0,13365,0.0
2017,2017-12-01,1,Kuta Raja,26.2,86.0,36.0,3.0,2.0,13365,7.482229704451926
2017,2017-01-01,2,Syiah Kuala,26.0,85.0,23.2,4.0,2.0,37193,5.37735595407738
2017,2017-02-01,1,Syiah Kuala,27.0,81.0,6.6,5.7,3.0,37193,2.68867797703869
2017,2017-03-01,0,Syiah Kuala,26.7,82.0,29.0,6.0,2.0,37193,0.0
2017,2017-04-01,3,Syiah Kuala,27.2,82.0,,4.9,2.0,37193,8.06603393111607
2017,2017-05-01,4,Syiah Kuala,26.4,76.0,6.8,6.6,2.0,37193,10.75471190815476
2017,2017-06-01,4,Syiah Kuala,28.0,74.0,,5.3,2.0,37193,10.75471190815476
2017,2017-07-01,2,Syiah Kuala,29.0,64.0,,6.0,3.0,37193,5.37735595407738
2017,2017-08-01,1,Syiah Kuala,27.4,76.0,8.0,4.6,3.0,37193,2.68867797703869
2017,2017-09-01,0,Syiah Kuala,27.1,79.0,9.6,3.0,2.0,37193,0.0
2017,2017-10-01,2,Syiah Kuala,27.1,75.0,7.0,6.5,3.0,37193,5.37735595407738
2017,2017-11-01,1,Syiah Kuala,27.0,85.0,26.0,3.1,2.0,37193,2.68867797703869
2017,2017-12-01,3,Syiah Kuala,26.2,86.0,36.0,3.0,2.0,37193,8.06603393111607
2017,2017-01-01,0,Ulee Kareng,26.0,85.0,23.2,4.0,2.0,26221,0.0
2017,2017-02-01,1,Ulee Kareng,27.0,81.0,6.6,5.7,3.0,26221,3.8137370809656383
2017,2017-03-01,0,Ulee Kareng,26.7,82.0,29.0,6.0,2.0,26221,0.0
2017,2017-04-01,3,Ulee Kareng,27.2,82.0,,4.9,2.0,26221,11.441211242896914
2017,2017-05-01,5,Ulee Kareng,26.4,76.0,6.8,6.6,2.0,26221,19.06868540482819
2017,2017-06-01,2,Ulee Kareng,28.0,74.0,,5.3,2.0,26221,7.627474161931277
2017,2017-07-01,1,Ulee Kareng,29.0,64.0,,6.0,3.0,26221,3.8137370809656383
2017,2017-08-01,1,Ulee Kareng,27.4,76.0,8.0,4.6,3.0,26221,3.8137370809656383
2017,2017-09-01,1,Ulee Kareng,27.1,79.0,9.6,3.0,2.0,26221,3.8137370809656383
2017,2017-10-01,3,Ulee Kareng,27.1,75.0,7.0,6.5,3.0,26221,11.441211242896914
2017,2017-11-01,1,Ulee Kareng,27.0,85.0,26.0,3.1,2.0,26221,3.8137370809656383
2017,2017-12-01,4,Ulee Kareng,26.2,86.0,36.0,3.0,2.0,26221,15.254948323862553
2016,2016-01-01,2,Meuraxa,27.4,83.0,23.2,6.0,3.0,19388,10.315659170621004
2016,2016-02-01,2,Meuraxa,27.2,82.0,22.4,6.3,3.0,19388,10.315659170621004
2016,2016-03-01,2,Meuraxa,27.9,81.0,16.0,5.1,2.0,19388,10.315659170621004
2016,2016-04-01,1,Meuraxa,28.4,81.0,9.8,6.1,2.0,19388,5.157829585310502
2016,2016-05-01,2,Meuraxa,29.5,85.0,16.5,3.5,2.0,19388,10.315659170621004
2016,2016-06-01,1,Meuraxa,28.0,74.0,9.0,5.6,2.0,19388,5.157829585310502
2016,2016-07-01,1,Meuraxa,27.5,76.0,8.0,4.8,2.0,19388,5.157829585310502
2016,2016-08-01,3,Meuraxa,28.3,70.0,26.0,5.1,3.0,19388,15.473488755931504
2016,2016-09-01,1,Meuraxa,28.1,70.0,4.3,5.3,3.0,19388,5.157829585310502
2016,2016-10-01,1,Meuraxa,27.4,77.0,21.0,4.8,2.0,19388,5.157829585310502
2016,2016-11-01,2,Meuraxa,26.4,87.0,22.3,4.0,2.0,19388,10.315659170621004
2016,2016-12-01,1,Meuraxa,26.3,85.0,10.0,2.7,2.0,19388,5.157829585310502
2016,2016-01-01,2,Jaya Baru,27.4,83.0,23.2,6.0,3.0,25012,7.996161842315688
2016,2016-02-01,1,Jaya Baru,27.2,82.0,22.4,6.3,3.0,25012,3.998080921157844
2016,2016-03-01,2,Jaya Baru,27.9,81.0,16.0,5.1,2.0,25012,7.996161842315688
2016,2016-04-01,1,Jaya Baru,28.4,81.0,9.8,6.1,2.0,25012,3.998080921157844
2016,2016-05-01,2,Jaya Baru,29.5,85.0,16.5,3.5,2.0,25012,7.996161842315688
2016,2016-06-01,1,Jaya Baru,28.0,74.0,9.0,5.6,2.0,25012,3.998080921157844
2016,2016-07-01,2,Jaya Baru,27.5,76.0,8.0,4.8,2.0,25012,7.996161842315688
2016,2016-08-01,1,Jaya Baru,28.3,70.0,26.0,5.1,3.0,25012,3.998080921157844
2016,2016-09-01,1,Jaya Baru,28.1,70.0,4.3,5.3,3.0,25012,3.998080921157844
2016,2016-10-01,2,Jaya Baru,27.4,77.0,21.0,4.8,2.0,25012,7.996161842315688
2016,2016-11-01,1,Jaya Baru,26.4,87.0,22.3,4.0,2.0,25012,3.998080921157844
2016,2016-12-01,2,Jaya Baru,26.3,85.0,10.0,2.7,2.0,25012,7.996161842315688
2016,2016-01-01,1,Banda Raya,27.4,83.0,23.2,6.0,3.0,23459,4.26275629822243
2016,2016-02-01,1,Banda Raya,27.2,82.0,22.4,6.3,3.0,23459,4.26275629822243
2016,2016-03-01,2,Banda Raya,27.9,81.0,16.0,5.1,2.0,23459,8.52551259644486
2016,2016-04-01,2,Banda Raya,28.4,81.0,9.8,6.1,2.0,23459,8.52551259644486
2016,2016-05-01,1,Banda Raya,29.5,85.0,16.5,3.5,2.0,23459,4.26275629822243
2016,2016-06-01,1,Banda Raya,28.0,74.0,9.0,5.6,2.0,23459,4.26275629822243
2016,2016-07-01,1,Banda Raya,27.5,76.0,8.0,4.8,2.0,23459,4.26275629822243
2016,2016-08-01,2,Banda Raya,28.3,70.0,26.0,5.1,3.0,23459,8.52551259644486
2016,2016-09-01,1,Banda Raya,28.1,70.0,4.3,5.3,3.0,23459,4.26275629822243
2016,2016-10-01,1,Banda Raya,27.4,77.0,21.0,4.8,2.0,23459,4.26275629822243
2016,2016-11-01,0,Banda Raya,26.4,87.0,22.3,4.0,2.0,23459,0.0
2016,2016-12-01,1,Banda Raya,26.3,85.0,10.0,2.7,2.0,23459,4.26275629822243
2016,2016-01-01,1,Baiturrahman,27.4,83.0,23.2,6.0,3.0,36013,2.7767750534529196
2016,2016-02-01,2,Baiturrahman,27.2,82.0,22.4,6.3,3.0,36013,5.553550106905839
2016,2016-03-01,3,Baiturrahman,27.9,81.0,16.0,5.1,2.0,36013,8.33032516035876
2016,2016-04-01,2,Baiturrahman,28.4,81.0,9.8,6.1,2.0,36013,5.553550106905839
2016,2016-05-01,3,Baiturrahman,29.5,85.0,16.5,3.5,2.0,36013,8.33032516035876
2016,2016-06-01,1,Baiturrahman,28.0,74.0,9.0,5.6,2.0,36013,2.7767750534529196
2016,2016-07-01,1,Baiturrahman,27.5,76.0,8.0,4.8,2.0,36013,2.7767750534529196
2016,2016-08-01,1,Baiturrahman,28.3,70.0,26.0,5.1,3.0,36013,2.7767750534529196
2016,2016-09-01,1,Baiturrahman,28.1,70.0,4.3,5.3,3.0,36013,2.7767750534529196
2016,2016-10-01,1,Baiturrahman,27.4,77.0,21.0,4.8,2.0,36013,2.7767750534529196
2016,2016-11-01,1,Baiturrahman,26.4,87.0,22.3,4.0,2.0,36013,2.7767750534529196
2016,2016-12-01,3,Baiturrahman,26.3,85.0,10.0,2.7,2.0,36013,8.33032516035876
2016,2016-01-01,1,Lueng Bata,27.4,83.0,23.2,6.0,3.0,25114,3.9818427968463808
2016,2016-02-01,0,Lueng Bata,27.2,82.0,22.4,6.3,3.0,25114,0.0
2016,2016-03-01,3,Lueng Bata,27.9,81.0,16.0,5.1,2.0,25114,11.945528390539142
2016,2016-04-01,3,Lueng Bata,28.4,81.0,9.8,6.1,2.0,25114,11.945528390539142
2016,2016-05-01,1,Lueng Bata,29.5,85.0,16.5,3.5,2.0,25114,3.9818427968463808
2016,2016-06-01,1,Lueng Bata,28.0,74.0,9.0,5.6,2.0,25114,3.9818427968463808
2016,2016-07-01,1,Lueng Bata,27.5,76.0,8.0,4.8,2.0,25114,3.9818427968463808
2016,2016-08-01,2,Lueng Bata,28.3,70.0,26.0,5.1,3.0,25114,7.9636855936927615
2016,2016-09-01,1,Lueng Bata,28.1,70.0,4.3,5.3,3.0,25114,3.9818427968463808
2016,2016-10-01,0,Lueng Bata,27.4,77.0,21.0,4.8,2.0,25114,0.0
2016,2016-11-01,2,Lueng Bata,26.4,87.0,22.3,4.0,2.0,25114,7.9636855936927615
2016,2016-12-01,2,Lueng Bata,26.3,85.0,10.0,2.7,2.0,25114,7.9636855936927615
2016,2016-01-01,1,Kuta Alam,27.4,83.0,23.2,6.0,3.0,50618,1.9755818088427042
2016,2016-02-01,1,Kuta Alam,27.2,82.0,22.4,6.3,3.0,50618,1.9755818088427042
2016,2016-03-01,2,Kuta Alam,27.9,81.0,16.0,5.1,2.0,50618,3.9511636176854084
2016,2016-04-01,3,Kuta Alam,28.4,81.0,9.8,6.1,2.0,50618,5.926745426528113
2016,2016-05-01,1,Kuta Alam,29.5,85.0,16.5,3.5,2.0,50618,1.9755818088427042
2016,2016-06-01,1,Kuta Alam,28.0,74.0,9.0,5.6,2.0,50618,1.9755818088427042
2016,2016-07-01,0,Kuta Alam,27.5,76.0,8.0,4.8,2.0,50618,0.0
2016,2016-08-01,2,Kuta Alam,28.3,70.0,26.0,5.1,3.0,50618,3.9511636176854084
2016,2016-09-01,1,Kuta Alam,28.1,70.0,4.3,5.3,3.0,50618,1.9755818088427042
2016,2016-10-01,1,Kuta Alam,27.4,77.0,21.0,4.8,2.0,50618,1.9755818088427042
2016,2016-11-01,1,Kuta Alam,26.4,87.0,22.3,4.0,2.0,50618,1.9755818088427042
2016,2016-12-01,2,Kuta Alam,26.3,85.0,10.0,2.7,2.0,50618,3.9511636176854084
2016,2016-01-01,1,Kuta Raja,27.4,83.0,23.2,6.0,3.0,13107,7.629510948348211
2016,2016-02-01,1,Kuta Raja,27.2,82.0,22.4,6.3,3.0,13107,7.629510948348211
2016,2016-03-01,1,Kuta Raja,27.9,81.0,16.0,5.1,2.0,13107,7.629510948348211
2016,2016-04-01,3,Kuta Raja,28.4,81.0,9.8,6.1,2.0,13107,22.888532845044633
2016,2016-05-01,2,Kuta Raja,29.5,85.0,16.5,3.5,2.0,13107,15.259021896696423
2016,2016-06-01,1,Kuta Raja,28.0,74.0,9.0,5.6,2.0,13107,7.629510948348211
2016,2016-07-01,1,Kuta Raja,27.5,76.0,8.0,4.8,2.0,13107,7.629510948348211
2016,2016-08-01,1,Kuta Raja,28.3,70.0,26.0,5.1,3.0,13107,7.629510948348211
2016,2016-09-01,1,Kuta Raja,28.1,70.0,4.3,5.3,3.0,13107,7.629510948348211
2016,2016-10-01,1,Kuta Raja,27.4,77.0,21.0,4.8,2.0,13107,7.629510948348211
2016,2016-11-01,3,Kuta Raja,26.4,87.0,22.3,4.0,2.0,13107,22.888532845044633
2016,2016-12-01,1,Kuta Raja,26.3,85.0,10.0,2.7,2.0,13107,7.629510948348211
2016,2016-01-01,1,Syiah Kuala,27.4,83.0,23.2,6.0,3.0,36477,2.7414535186555913
2016,2016-02-01,1,Syiah Kuala,27.2,82.0,22.4,6.3,3.0,36477,2.7414535186555913
2016,2016-03-01,2,Syiah Kuala,27.9,81.0,16.0,5.1,2.0,36477,5.482907037311183
2016,2016-04-01,3,Syiah Kuala,28.4,81.0,9.8,6.1,2.0,36477,8.224360555966774
2016,2016-05-01,1,Syiah Kuala,29.5,85.0,16.5,3.5,2.0,36477,2.7414535186555913
2016,2016-06-01,1,Syiah Kuala,28.0,74.0,9.0,5.6,2.0,36477,2.7414535186555913
2016,2016-07-01,1,Syiah Kuala,27.5,76.0,8.0,4.8,2.0,36477,2.7414535186555913
2016,2016-08-01,2,Syiah Kuala,28.3,70.0,26.0,5.1,3.0,36477,5.482907037311183
2016,2016-09-01,0,Syiah Kuala,28.1,70.0,4.3,5.3,3.0,36477,0.0
2016,2016-10-01,0,Syiah Kuala,27.4,77.0,21.0,4.8,2.0,36477,0.0
2016,2016-11-01,1,Syiah Kuala,26.4,87.0,22.3,4.0,2.0,36477,2.7414535186555913
2016,2016-12-01,2,Syiah Kuala,26.3,85.0,10.0,2.7,2.0,36477,5.482907037311183
2016,2016-01-01,2,Ulee Kareng,27.4,83.0,23.2,6.0,3.0,25176,7.9440737210041314
2016,2016-02-01,1,Ulee Kareng,27.2,82.0,22.4,6.3,3.0,25176,3.9720368605020657
2016,2016-03-01,3,Ulee Kareng,27.9,81.0,16.0,5.1,2.0,25176,11.916110581506196
2016,2016-04-01,2,Ulee Kareng,28.4,81.0,9.8,6.1,2.0,25176,7.9440737210041314
2016,2016-05-01,1,Ulee Kareng,29.5,85.0,16.5,3.5,2.0,25176,3.9720368605020657
2016,2016-06-01,0,Ulee Kareng,28.0,74.0,9.0,5.6,2.0,25176,0.0
2016,2016-07-01,2,Ulee Kareng,27.5,76.0,8.0,4.8,2.0,25176,7.9440737210041314
2016,2016-08-01,1,Ulee Kareng,28.3,70.0,26.0,5.1,3.0,25176,3.9720368605020657
2016,2016-09-01,1,Ulee Kareng,28.1,70.0,4.3,5.3,3.0,25176,3.9720368605020657
2016,2016-10-01,0,Ulee Kareng,27.4,77.0,21.0,4.8,2.0,25176,0.0
2016,2016-11-01,1,Ulee Kareng,26.4,87.0,22.3,4.0,2.0,25176,3.9720368605020657
2016,2016-12-01,2,Ulee Kareng,26.3,85.0,10.0,2.7,2.0,25176,7.9440737210041314
2015,2015-01-01,4,Meuraxa,26.6,81.0,81.6,6.0,2.0,19040,21.008403361344538
2015,2015-02-01,3,Meuraxa,26.5,75.0,20.2,6.8,3.0,19040,15.756302521008404
2015,2015-03-01,1,Meuraxa,,80.5,124.0,7.3,3.0,19040,5.2521008403361344
2015,2015-04-01,2,Meuraxa,27.0,85.0,354.9,4.5,2.0,19040,10.504201680672269
2015,2015-05-01,1,Meuraxa,27.5,82.0,,8.7,3.0,19040,5.2521008403361344
2015,2015-06-01,0,Meuraxa,,,,,,19040,0.0
2015,2015-07-01,2,Meuraxa,28.0,76.5,84.0,6.0,2.0,19040,10.504201680672269
2015,2015-08-01,0,Meuraxa,27.6,77.6,56.1,6.0,2.0,19040,0.0
2015,2015-09-01,1,Meuraxa,27.1,80.2,184.5,3.4,2.0,19040,5.2521008403361344
2015,2015-10-01,2,Meuraxa,26.7,80.0,220.9,3.0,2.0,19040,10.504201680672269
2015,2015-11-01,0,Meuraxa,26.8,84.2,24.6,3.3,2.0,19040,0.0
2015,2015-12-01,1,Meuraxa,26.8,83.4,141.1,4.7,2.0,19040,5.2521008403361344
2015,2015-01-01,2,Jaya Baru,26.6,81.0,81.6,6.0,2.0,24561,8.142990920565124
2015,2015-02-01,1,Jaya Baru,26.5,75.0,20.2,6.8,3.0,24561,4.071495460282562
2015,2015-03-01,1,Jaya Baru,,80.5,124.0,7.3,3.0,24561,4.071495460282562
2015,2015-04-01,2,Jaya Baru,27.0,85.0,354.9,4.5,2.0,24561,8.142990920565124
2015,2015-05-01,2,Jaya Baru,27.5,82.0,,8.7,3.0,24561,8.142990920565124
2015,2015-06-01,0,Jaya Baru,,,,,,24561,0.0
2015,2015-07-01,1,Jaya Baru,28.0,76.5,84.0,6.0,2.0,24561,4.071495460282562
2015,2015-08-01,1,Jaya Baru,27.6,77.6,56.1,6.0,2.0,24561,4.071495460282562
2015,2015-09-01,0,Jaya Baru,27.1,80.2,184.5,3.4,2.0,24561,0.0
2015,2015-10-01,0,Jaya Baru,26.7,80.0,220.9,3.0,2.0,24561,0.0
2015,2015-11-01,1,Jaya Baru,26.8,84.2,24.6,3.3,2.0,24561,4.071495460282562
2015,2015-12-01,1,Jaya Baru,26.8,83.4,141.1,4.7,2.0,24561,4.071495460282562
2015,2015-01-01,3,Banda Raya,26.6,81.0,81.6,6.0,2.0,23034,13.024225058609012
2015,2015-02-01,1,Banda Raya,26.5,75.0,20.2,6.8,3.0,23034,4.341408352869671
2015,2015-03-01,1,Banda Raya,,80.5,124.0,7.3,3.0,23034,4.341408352869671
2015,2015-04-01,2,Banda Raya,27.0,85.0,354.9,4.5,2.0,23034,8.682816705739342
2015,2015-05-01,2,Banda Raya,27.5,82.0,,8.7,3.0,23034,8.682816705739342
2015,2015-06-01,1,Banda Raya,,,,,,23034,4.341408352869671
2015,2015-07-01,2,Banda Raya,28.0,76.5,84.0,6.0,2.0,23034,8.682816705739342
2015,2015-08-01,1,Banda Raya,27.6,77.6,56.1,6.0,2.0,23034,4.341408352869671
2015,2015-09-01,0,Banda Raya,27.1,80.2,184.5,3.4,2.0,23034,0.0
2015,2015-10-01,1,Banda Raya,26.7,80.0,220.9,3.0,2.0,23034,4.341408352869671
2015,2015-11-01,2,Banda Raya,26.8,84.2,24.6,3.3,2.0,23034,8.682816705739342
2015,2015-12-01,1,Banda Raya,26.8,83.4,141.1,4.7,2.0,23034,4.341408352869671
2015,2015-01-01,1,Baiturrahman,26.6,81.0,81.6,6.0,2.0,35363,2.827814382263948
2015,2015-02-01,1,Baiturrahman,26.5,75.0,20.2,6.8,3.0,35363,2.827814382263948
2015,2015-03-01,1,Baiturrahman,,80.5,124.0,7.3,3.0,35363,2.827814382263948
2015,2015-04-01,2,Baiturrahman,27.0,85.0,354.9,4.5,2.0,35363,5.655628764527896
2015,2015-05-01,2,Baiturrahman,27.5,82.0,,8.7,3.0,35363,5.655628764527896
2015,2015-06-01,1,Baiturrahman,,,,,,35363,2.827814382263948
2015,2015-07-01,0,Baiturrahman,28.0,76.5,84.0,6.0,2.0,35363,0.0
2015,2015-08-01,1,Baiturrahman,27.6,77.6,56.1,6.0,2.0,35363,2.827814382263948
2015,2015-09-01,1,Baiturrahman,27.1,80.2,184.5,3.4,2.0,35363,2.827814382263948
2015,2015-10-01,1,Baiturrahman,26.7,80.0,220.9,3.0,2.0,35363,2.827814382263948
2015,2015-11-01,1,Baiturrahman,26.8,84.2,24.6,3.3,2.0,35363,2.827814382263948
2015,2015-12-01,1,Baiturrahman,26.8,83.4,141.1,4.7,2.0,35363,2.827814382263948
2015,2015-01-01,3,Lueng Bata,26.6,81.0,81.6,6.0,2.0,24660,12.165450121654501
2015,2015-02-01,1,Lueng Bata,26.5,75.0,20.2,6.8,3.0,24660,4.0551500405515
2015,2015-03-01,1,Lueng Bata,,80.5,124.0,7.3,3.0,24660,4.0551500405515
2015,2015-04-01,2,Lueng Bata,27.0,85.0,354.9,4.5,2.0,24660,8.110300081103
2015,2015-05-01,2,Lueng Bata,27.5,82.0,,8.7,3.0,24660,8.110300081103
2015,2015-06-01,0,Lueng Bata,,,,,,24660,0.0
2015,2015-07-01,1,Lueng Bata,28.0,76.5,84.0,6.0,2.0,24660,4.0551500405515
2015,2015-08-01,1,Lueng Bata,27.6,77.6,56.1,6.0,2.0,24660,4.0551500405515
2015,2015-09-01,1,Lueng Bata,27.1,80.2,184.5,3.4,2.0,24660,4.0551500405515
2015,2015-10-01,1,Lueng Bata,26.7,80.0,220.9,3.0,2.0,24660,4.0551500405515
2015,2015-11-01,0,Lueng Bata,26.8,84.2,24.6,3.3,2.0,24660,0.0
2015,2015-12-01,1,Lueng Bata,26.8,83.4,141.1,4.7,2.0,24660,4.0551500405515
2015,2015-01-01,4,Kuta Alam,26.6,81.0,81.6,6.0,2.0,49706,8.047318231199451
2015,2015-02-01,1,Kuta Alam,26.5,75.0,20.2,6.8,3.0,49706,2.011829557799863
2015,2015-03-01,0,Kuta Alam,,80.5,124.0,7.3,3.0,49706,0.0
2015,2015-04-01,2,Kuta Alam,27.0,85.0,354.9,4.5,2.0,49706,4.023659115599726
2015,2015-05-01,2,Kuta Alam,27.5,82.0,,8.7,3.0,49706,4.023659115599726
2015,2015-06-01,1,Kuta Alam,,,,,,49706,2.011829557799863
2015,2015-07-01,0,Kuta Alam,28.0,76.5,84.0,6.0,2.0,49706,0.0
2015,2015-08-01,2,Kuta Alam,27.6,77.6,56.1,6.0,2.0,49706,4.023659115599726
2015,2015-09-01,1,Kuta Alam,27.1,80.2,184.5,3.4,2.0,49706,2.011829557799863
2015,2015-10-01,1,Kuta Alam,26.7,80.0,220.9,3.0,2.0,49706,2.011829557799863
2015,2015-11-01,1,Kuta Alam,26.8,84.2,24.6,3.3,2.0,49706,2.011829557799863
2015,2015-12-01,1,Kuta Alam,26.8,83.4,141.1,4.7,2.0,49706,2.011829557799863
2015,2015-01-01,1,Kuta Raja,26.6,81.0,81.6,6.0,2.0,12872,7.768800497203231
2015,2015-02-01,2,Kuta Raja,26.5,75.0,20.2,6.8,3.0,12872,15.537600994406462
2015,2015-03-01,1,Kuta Raja,,80.5,124.0,7.3,3.0,12872,7.768800497203231
2015,2015-04-01,1,Kuta Raja,27.0,85.0,354.9,4.5,2.0,12872,7.768800497203231
2015,2015-05-01,2,Kuta Raja,27.5,82.0,,8.7,3.0,12872,15.537600994406462
2015,2015-06-01,1,Kuta Raja,,,,,,12872,7.768800497203231
2015,2015-07-01,2,Kuta Raja,28.0,76.5,84.0,6.0,2.0,12872,15.537600994406462
2015,2015-08-01,0,Kuta Raja,27.6,77.6,56.1,6.0,2.0,12872,0.0
2015,2015-09-01,0,Kuta Raja,27.1,80.2,184.5,3.4,2.0,12872,0.0
2015,2015-10-01,1,Kuta Raja,26.7,80.0,220.9,3.0,2.0,12872,7.768800497203231
2015,2015-11-01,1,Kuta Raja,26.8,84.2,24.6,3.3,2.0,12872,7.768800497203231
2015,2015-12-01,1,Kuta Raja,26.8,83.4,141.1,4.7,2.0,12872,7.768800497203231
2015,2015-01-01,1,Syiah Kuala,26.6,81.0,81.6,6.0,2.0,35817,2.7919702934360777
2015,2015-02-01,1,Syiah Kuala,26.5,75.0,20.2,6.8,3.0,35817,2.7919702934360777
2015,2015-03-01,1,Syiah Kuala,,80.5,124.0,7.3,3.0,35817,2.7919702934360777
2015,2015-04-01,1,Syiah Kuala,27.0,85.0,354.9,4.5,2.0,35817,2.7919702934360777
2015,2015-05-01,2,Syiah Kuala,27.5,82.0,,8.7,3.0,35817,5.583940586872155
2015,2015-06-01,0,Syiah Kuala,,,,,,35817,0.0
2015,2015-07-01,2,Syiah Kuala,28.0,76.5,84.0,6.0,2.0,35817,5.583940586872155
2015,2015-08-01,1,Syiah Kuala,27.6,77.6,56.1,6.0,2.0,35817,2.7919702934360777
2015,2015-09-01,0,Syiah Kuala,27.1,80.2,184.5,3.4,2.0,35817,0.0
2015,2015-10-01,0,Syiah Kuala,26.7,80.0,220.9,3.0,2.0,35817,0.0
2015,2015-11-01,2,Syiah Kuala,26.8,84.2,24.6,3.3,2.0,35817,5.583940586872155
2015,2015-12-01,1,Syiah Kuala,26.8,83.4,141.1,4.7,2.0,35817,2.7919702934360777
2015,2015-01-01,1,Ulee Kareng,26.6,81.0,81.6,6.0,2.0,25250,3.9603960396039604
2015,2015-02-01,1,Ulee Kareng,26.5,75.0,20.2,6.8,3.0,25250,3.9603960396039604
2015,2015-03-01,1,Ulee Kareng,,80.5,124.0,7.3,3.0,25250,3.9603960396039604
2015,2015-04-01,1,Ulee Kareng,27.0,85.0,354.9,4.5,2.0,25250,3.9603960396039604
2015,2015-05-01,2,Ulee Kareng,27.5,82.0,,8.7,3.0,25250,7.920792079207921
2015,2015-06-01,1,Ulee Kareng,,,,,,25250,3.9603960396039604
2015,2015-07-01,2,Ulee Kareng,28.0,76.5,84.0,6.0,2.0,25250,7.920792079207921
2015,2015-08-01,0,Ulee Kareng,27.6,77.6,56.1,6.0,2.0,25250,0.0
2015,2015-09-01,0,Ulee Kareng,27.1,80.2,184.5,3.4,2.0,25250,0.0
2015,2015-10-01,1,Ulee Kareng,26.7,80.0,220.9,3.0,2.0,25250,3.9603960396039604
2015,2015-11-01,2,Ulee Kareng,26.8,84.2,24.6,3.3,2.0,25250,7.920792079207921
2015,2015-12-01,1,Ulee Kareng,26.8,83.4,141.1,4.7,2.0,25250,3.9603960396039604
